UID No,Manufacturer,Engine Identification,Combustor Description,Eng Type,B/P Ratio,Pressure Ratio,Rated Thrust (kN),Fuel Flow T/O (kg/sec),Fuel Flow C/O (kg/sec),Fuel Flow App (kg/sec),Fuel Flow Idle (kg/sec),NOx EI T/O (g/kg),NOx EI C/O (g/kg),NOx EI App (g/kg),NOx EI Idle (g/kg),CO EI T/O (g/kg),CO EI C/O (g/kg),CO EI App (g/kg),CO EI Idle (g/kg),HC EI T/O (g/kg),HC EI C/O (g/kg),HC EI App (g/kg),HC EI Idle (g/kg),SN T/O,SN C/O,SN App,SN Idle,SN Max,Ambient Baro Min (kPa),Ambient Baro Max (kPa),Ambient Temp Min (K),Ambient Temp Max (K),Humidity Min (kg/kg),Humidity Max (kg/kg)
21GE185,General Electric Company,Passport20-19BB1A,SAC,MTF,5.89322,41.3980675013609,84.1599242734607,0.8011861958573865,0.6573682640192968,0.22794681673536082,0.07832894356195425,37.600464805233734,28.761532285142437,14.810748797410362,6.54923068585615,0.290270759392491,0.299115735767782,1.2178408026797611,11.027536326711953,0.013934595027034804,0.009878582231586962,0.0166878893031197,0.04022317032087048,0.48525463569415495,0.3952941092512811,0.04072848552375004,0.046907235661263216,0.5085956140971475,96.7,99.1,285.3,294.3,0.0044,0.0104
07P27GE241,General Electric Company,Passport20-19BB1A,SAC,MTF,5.89733,41.3079069134458,84.1599242734607,0.7974100348863348,0.6570494890023879,0.2211933223059857,0.07840832232110548,36.03169420772665,27.11763290847451,15.30717063628389,7.004048848146575,0.2820940565308041,0.2702879341393973,1.182831891116704,10.71196352749483,0.0236800517462885,0.019633725091299594,0.033811155381756004,0.05694497974888079,0.5945737153831748,0.5044478046751376,0.10735641470372036,0.09010302441307994,0.6152574030685427,97.51,99.54,277.7,287.1,0.0028,0.0043
8HN001,Honeywell,AS907-1-1A,,TF,4.2,21.95,30.62,0.347,0.288,0.104,0.048,26.29,21.51,9.39,4.2,0.69,0.56,2.98,30.21,0.01,0.01,0.08,4.3,18.3,18.4,8.7,3.4,18.7,96.48,97.46,292.0,296.0,0.0037,0.0057
11HN002,Honeywell,HTF7000 (AS907-1-1A),SABER-1,MTF,4.2,21.95,30.62,0.347,0.288,0.104,0.048,18.095,16.28,9.17,3.98,0.6,0.6,5.97,34.5,0.04,0.06,0.12,1.35,9.9,9.0,0.7,1.7,9.92,96.75,97.59,296.0,303.0,0.0013,0.004
11HN003,Honeywell,HTF7000 (AS907-1-1A),SABER-1,MTF,4.2,21.95,30.62,0.347,0.288,0.104,0.048,17.9,16.17,8.81,3.91,0.56,0.63,6.28,33.24,0.05,0.06,0.12,1.26,13.6,10.6,0.7,1.7,13.6,96.44,97.59,296.0,313.0,0.0013,0.0125
11HN004,Honeywell,HTF7250G (AS907-2-1G),SABER-1,MTF,4.2,22.58,32.86,0.372,0.308,0.107,0.049,18.29,16.39,8.735,3.905,0.54,0.61,6.29,29.28,0.06,0.06,0.11,0.94,13.6,10.6,0.7,1.2,13.6,96.44,97.35,304.0,313.0,0.0035,0.0125
11HN005,Honeywell,HTF7250G (AS907-2-1G),SABER-1,MTF,4.2,22.58,32.86,0.372,0.308,0.107,0.049,18.43,16.44,8.96,3.965,0.57,0.6,6.07,30.48,0.05,0.06,0.12,0.99,13.6,10.6,0.8,1.8,13.6,96.44,97.59,296.0,313.0,0.0013,0.0125
14HN009,Honeywell,HTF7350 (AS907-2-1A),SABER-1,MTF,4.2,22.88,33.0,0.373,0.309,0.107,0.048,18.79,16.64,9.03,3.98,0.58,0.59,5.98,30.9,0.05,0.06,0.12,1.0,13.6,10.6,0.8,1.6,13.6,96.44,97.59,296.0,313.0,0.0013,0.0125
14HN006,Honeywell,HTF7500E (AS907-3-1E-A1),SABER-1,MTF,4.2,21.05,29.4,0.32,0.267,0.097,0.048,17.11,15.59,8.45,3.83,0.56,0.73,6.83,34.64,0.06,0.07,0.12,1.31,13.6,8.8,0.7,1.74,13.6,96.44,97.59,296.0,313.0,0.0013,0.0125
14HN007,Honeywell,HTF7500E (AS907-3-1E-A2),SABER-1,MTF,4.2,22.3,31.61,0.349,0.289,0.102,0.049,18.01,16.22,8.84,3.94,0.55,0.63,6.24,31.03,0.05,0.06,0.12,1.11,13.6,10.6,0.76,1.77,13.6,96.44,97.59,296.0,313.0,0.0013,0.0125
14HN008,Honeywell,HTF7500E (AS907-3-1E-A3),SABER-1,MTF,4.2,23.57,33.83,0.378,0.312,0.108,0.05,19.06,16.88,9.23,4.04,0.56,0.57,5.7,28.08,0.05,0.06,0.12,0.84,13.6,10.6,0.8,1.6,13.6,96.44,97.59,296.0,313.0,0.0013,0.0125
18HN010,Honeywell,HTF7700L (AS907-2-1S),SABER-1,MTF,4.2,23.29,34.03,0.386,0.319,0.109,0.048,19.4,16.96,9.21,4.01,0.6,0.58,5.72,29.62,0.05,0.06,0.11,0.95,13.6,11.2,0.98,1.77,13.6,96.44,97.59,296.0,313.0,0.0013,0.0125
01P14HN011,Honeywell,AS907-2-1A (HTF7350),SABER-1,MTF,4.2,22.88,33.0,0.373,0.309,0.107,0.048,18.79,16.64,9.03,3.98,0.58,0.59,5.98,30.9,0.05,0.06,0.12,1.0,13.6,10.6,0.8,1.6,13.6,96.44,97.59,296.0,313.0,0.0013,0.0125
01P11HN012,Honeywell,AS907-2-1G (HTF7250G),SABER-1,MTF,4.2,22.58,32.86,0.372,0.308,0.107,0.049,18.43,16.44,8.96,3.965,0.57,0.6,6.07,30.48,0.05,0.06,0.12,0.99,13.6,10.6,0.8,1.8,13.6,96.44,97.59,296.0,313.0,0.0013,0.0125
01P18HN013,Honeywell,AS907-2-1S (HTF7700L),SABER-1,MTF,4.2,23.29,34.03,0.386,0.319,0.109,0.048,19.4,16.96,9.21,4.01,0.6,0.58,5.72,29.62,0.05,0.06,0.11,0.95,13.6,11.2,0.98,1.77,13.6,96.44,97.59,296.0,313.0,0.0013,0.0125
01P14HN014,Honeywell,AS907-3-1E-A1 (HTF7500E),SABER-1,MTF,4.2,21.05,29.4,0.32,0.267,0.097,0.048,17.11,15.59,8.45,3.83,0.56,0.73,6.83,34.64,0.06,0.07,0.12,1.31,13.6,8.8,0.7,1.74,13.6,96.44,97.59,296.0,313.0,0.0013,0.0125
01P14HN015,Honeywell,AS907-3-1E-A2 (HTF7500E),SABER-1,MTF,4.2,22.3,31.61,0.349,0.289,0.102,0.049,18.01,16.22,8.84,3.94,0.55,0.63,6.24,31.03,0.05,0.06,0.12,1.11,13.6,10.6,0.76,1.77,13.6,96.44,97.59,296.0,313.0,0.0013,0.0125
01P14HN016,Honeywell,AS907-3-1E-A3 (HTF7500E),SABER-1,MTF,4.2,23.57,33.83,0.378,0.312,0.108,0.05,19.06,16.88,9.23,4.04,0.56,0.57,5.7,28.08,0.05,0.06,0.12,0.84,13.6,10.6,0.8,1.6,13.6,96.44,97.59,296.0,313.0,0.0013,0.0125
1IA001,International Aero Engines,V2500-A1,,MTF,5.3,29.8,111.2,1.113,0.924,0.334,0.124,37.13,30.82,13.45,5.91,0.55,0.55,0.77,7.76,0.1,0.11,0.15,0.22,,,,,3.5,101.3,101.3,286.0,286.0,0.0048,0.0048
3IA006,International Aero Engines,V2522-A5,,MTF,4.88,25.6,102.66,0.971,0.817,0.311,0.118,24.5,20.8,8.7,4.5,0.57,0.67,2.6,13.42,0.041,0.041,0.062,0.103,5.4,7.5,4.0,2.6,9.0,101.0,101.8,288.0,296.0,0.0086,0.0114
10IA011,International Aero Engines,V2522-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.9,25.7,102.5,0.971,0.815,0.31,0.13,21.34,18.33,9.32,5.09,0.43,0.44,2.55,12.49,0.03,0.04,0.07,0.14,7.3,8.1,3.2,1.7,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
3IA007,International Aero Engines,V2524-A5,,MTF,4.81,26.9,109.06,1.042,0.868,0.328,0.123,26.2,22.0,9.0,4.7,0.54,0.63,2.37,12.64,0.042,0.042,0.061,0.1,5.2,7.2,4.2,2.6,9.0,101.0,101.8,288.0,296.0,0.0086,0.0114
10IA012,International Aero Engines,V2524-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.8,27.0,108.9,1.04,0.867,0.326,0.133,22.96,19.25,9.69,5.18,0.42,0.44,2.28,12.03,0.03,0.04,0.07,0.14,7.0,7.8,3.7,1.7,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
1IA002,International Aero Engines,V2525-D5,,MTF,4.82,27.2,111.2,1.053,0.88,0.319,0.128,26.5,22.3,8.9,4.7,0.53,0.62,2.44,12.43,0.041,0.041,0.061,0.105,5.2,7.2,4.2,2.6,9.0,101.0,101.8,288.0,296.0,0.0086,0.0114
1IA003,International Aero Engines,V2527-A5,,MTF,4.82,27.2,111.2,1.053,0.88,0.319,0.128,26.5,22.3,8.9,4.7,0.53,0.62,2.44,12.43,0.041,0.041,0.061,0.105,5.2,7.2,4.2,2.6,9.0,101.0,101.8,288.0,296.0,0.0086,0.0114
10IA013,International Aero Engines,V2527-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.8,27.1,110.3,1.049,0.873,0.328,0.134,23.18,19.36,9.74,5.19,0.42,0.44,2.25,11.96,0.03,0.03,0.07,0.14,6.9,7.7,3.8,1.6,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
10IA014,International Aero Engines,V2527-A5E SelectOne™ Upgrade Package,Floatwall,MTF,4.8,27.1,110.3,1.049,0.873,0.328,0.134,23.18,19.36,9.74,5.19,0.42,0.44,2.25,11.96,0.03,0.03,0.07,0.14,6.9,7.7,3.8,1.6,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
10IA015,International Aero Engines,V2527-A5M SelectOne™ Upgrade Package,Floatwall,MTF,4.8,27.1,110.3,1.049,0.873,0.328,0.134,23.18,19.36,9.74,5.19,0.42,0.44,2.25,11.96,0.03,0.03,0.07,0.14,6.9,7.7,3.8,1.6,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
8IA010,International Aero Engines,V2527E-A5,,MTF,4.82,27.2,111.2,1.053,0.88,0.319,0.128,26.5,22.3,8.9,4.7,0.53,0.62,2.44,12.43,0.04,0.04,0.06,0.11,5.2,7.2,4.2,2.6,9.0,101.0,101.8,288.0,296.0,0.0086,0.0114
8IA009,International Aero Engines,V2527M-A5,,MTF,4.82,27.2,111.2,1.053,0.88,0.319,0.128,26.5,22.3,8.9,4.7,0.53,0.62,2.44,12.43,0.04,0.04,0.06,0.11,5.2,7.2,4.2,2.6,9.0,101.0,101.8,288.0,296.0,0.0086,0.0114
1IA004,International Aero Engines,V2528-D5,,MTF,4.66,30.0,124.5,1.209,0.996,0.353,0.134,30.5,25.1,9.6,4.9,0.47,0.56,2.03,11.53,0.043,0.041,0.058,0.102,5.0,6.6,4.5,2.4,9.0,101.0,101.8,288.0,296.0,0.0086,0.0114
1IA005,International Aero Engines,V2530-A5,,MTF,4.54,32.1,133.4,1.331,1.077,0.377,0.138,33.8,27.1,10.1,5.0,0.45,0.52,1.81,10.95,0.045,0.041,0.056,0.1,4.9,6.4,4.6,2.4,9.0,101.0,101.8,288.0,296.0,0.0086,0.0114
10IA016,International Aero Engines,V2530-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.6,32.0,133.0,1.325,1.078,0.387,0.145,31.43,23.92,10.92,5.52,0.39,0.41,1.65,10.45,0.02,0.03,0.06,0.12,3.7,6.6,5.7,1.4,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
3IA008,International Aero Engines,V2533-A5,,MTF,4.46,33.44,140.56,1.426,1.1447,0.3901,0.1363,36.48,28.67,10.83,5.24,0.463,0.515,1.65,9.317,0.047,0.043,0.052,0.1,4.7,6.2,4.8,2.4,9.0,101.0,101.8,288.0,296.0,0.0086,0.0114
10IA017,International Aero Engines,V2533-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.5,33.7,140.6,1.433,1.142,0.405,0.147,35.43,25.65,11.24,5.6,0.38,0.41,1.54,10.12,0.01,0.02,0.06,0.12,2.0,5.8,6.4,1.3,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
14IA018,International Aero Engines,V2531-E5,Floatwall,MTF,4.52,32.3,134.8,1.329,1.079,0.391,0.144,32.17,24.28,11.14,5.58,0.39,0.41,1.57,10.17,0.01,0.02,0.09,0.07,2.3,6.0,6.3,1.3,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
01P10IA019,International Aero Engines,V2522-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.9,25.7,102.5,0.971,0.815,0.31,0.13,21.34,18.33,9.32,5.09,0.43,0.44,2.55,12.49,0.03,0.04,0.07,0.14,7.3,8.1,3.2,1.7,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
01P10IA020,International Aero Engines,V2524-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.8,27.0,108.9,1.04,0.867,0.326,0.133,22.96,19.25,9.69,5.18,0.42,0.44,2.28,12.03,0.03,0.04,0.07,0.14,7.0,7.8,3.7,1.7,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
01P10IA021,International Aero Engines,V2527-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.8,27.1,110.3,1.049,0.873,0.328,0.134,23.18,19.36,9.74,5.19,0.42,0.44,2.25,11.96,0.03,0.03,0.07,0.14,6.9,7.7,3.8,1.6,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
01P10IA022,International Aero Engines,V2527-A5E SelectOne™ Upgrade Package,Floatwall,MTF,4.8,27.1,110.3,1.049,0.873,0.328,0.134,23.18,19.36,9.74,5.19,0.42,0.44,2.25,11.96,0.03,0.03,0.07,0.14,6.9,7.7,3.8,1.6,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
01P10IA023,International Aero Engines,V2527-A5M SelectOne™ Upgrade Package,Floatwall,MTF,4.8,27.1,110.3,1.049,0.873,0.328,0.134,23.18,19.36,9.74,5.19,0.42,0.44,2.25,11.96,0.03,0.03,0.07,0.14,6.9,7.7,3.8,1.6,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
01P10IA024,International Aero Engines,V2530-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.6,32.0,133.0,1.325,1.078,0.387,0.145,31.43,23.92,10.92,5.52,0.39,0.41,1.65,10.45,0.02,0.03,0.06,0.12,3.7,6.6,5.7,1.4,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
01P10IA025,International Aero Engines,V2533-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.5,33.7,140.6,1.433,1.142,0.405,0.147,35.43,25.65,11.24,5.6,0.38,0.41,1.54,10.12,0.01,0.02,0.06,0.12,2.0,5.8,6.4,1.3,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
01P14IA026,International Aero Engines,V2531-E5,Floatwall,MTF,4.52,32.3,134.8,1.329,1.079,0.391,0.144,32.17,24.28,11.14,5.58,0.39,0.41,1.57,10.17,0.01,0.02,0.09,0.07,2.3,6.0,6.3,1.3,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
04P10IA027,International Aero Engines,V2530-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.6,32.0,133.0,1.325,1.078,0.387,0.145,31.43,23.92,10.92,5.52,0.39,0.41,1.65,10.45,0.02,0.03,0.06,0.12,3.7,6.6,5.7,1.4,9.4,100.35,102.88,268.2,277.7,0.0014,0.00359
1KK001,KKBM,NK-8-2U,,MTF,1.24,10.8,103.0,1.75,1.17,0.58,0.24,13.9,12.9,5.4,2.7,5.5,6.0,21.0,116.0,0.45,0.55,5.0,103.8,,,,,23.5,102.6,102.6,300.0,300.0,0.00876,0.00876
1KK003,KKBM,NK-86,,MTF,1.33,13.4,127.53,2.4,1.6,0.58,0.21,12.8,12.1,5.1,2.7,3.9,4.2,9.3,54.4,0.5,0.6,1.2,52.0,,,,,22.1,102.7,103.0,290.0,291.0,0.00915,0.00915
1KK004,KKBM,NK-86A,,MTF,1.13,13.2,130.47,2.05,1.7,0.6,0.235,15.7,12.4,5.8,3.1,1.8,2.2,7.8,38.0,0.2,0.2,2.2,15.3,,,,,,102.3,102.3,270.0,270.0,0.00238,0.00238
1KK005,KKBM,NK-86MA,,MTF,1.13,13.2,130.47,2.05,1.7,0.6,0.235,13.0,9.4,3.9,2.3,1.55,1.9,5.9,29.8,0.16,0.13,0.3,4.6,,,,,9.9,101.2,102.4,260.0,298.0,0.00079,0.02
11PJ001,PowerJet S.A.,SaM146-1S17,,MTF,4.44,21.85,69.21,0.791,0.653,0.228,0.097,16.37,13.89,7.1,3.73,0.26,0.36,5.07,29.36,0.03,0.04,0.06,1.05,12.6,11.7,0.1,0.1,12.6,100.43,101.26,289.2,302.5,0.00619,0.01331
11PJ002,PowerJet S.A.,SaM146-1S18,,MTF,4.38,22.8,72.67,0.841,0.691,0.238,0.1,17.36,14.52,7.28,3.82,0.3,0.3,4.67,27.55,0.02,0.04,0.06,0.82,12.6,12.1,0.1,0.1,12.6,100.43,101.26,289.2,302.5,0.00619,0.01331
01P11PJ003,PowerJet S.A.,SaM146-1S17,,MTF,4.44,21.85,69.21,0.791,0.653,0.228,0.097,16.37,13.89,7.1,3.73,0.26,0.36,5.07,29.36,0.03,0.04,0.06,1.05,12.6,11.7,0.1,0.1,12.6,100.43,101.26,289.2,302.5,0.00619,0.01331
01P11PJ004,PowerJet S.A.,SaM146-1S18,,MTF,4.38,22.8,72.67,0.841,0.691,0.238,0.1,17.36,14.52,7.28,3.82,0.3,0.3,4.67,27.55,0.02,0.04,0.06,0.82,12.6,12.1,0.1,0.1,12.6,100.43,101.26,289.2,302.5,0.00619,0.01331
1PW035,Pratt & Whitney Canada,JT15D-1 series,,TF,3.3,9.76,9.79,0.148,0.124,0.051,0.023,7.6,6.77,3.44,1.75,2.65,3.5,40.5,132.0,0.01,0.01,4.43,50.5,15.0,,,,15.0,100.526,100.526,290.0,290.0,0.0079,0.0079
1PW036,Pratt & Whitney Canada,JT15D-4 series,,TF,2.68,10.1,11.12,0.1697,0.143,0.059,0.0261,9.23,8.56,5.29,2.63,2.1,3.18,32.0,97.0,0.09,0.19,5.15,40.0,14.1,,,,14.1,103.146,103.146,257.0,257.0,0.0015,0.0015
1PW037,Pratt & Whitney Canada,"JT15D-5, -5A, -5B",,TF,2.1,12.3,12.9,0.2054,0.1727,0.066,0.0296,11.13,10.08,4.93,1.66,0.0,1.15,38.6,119.2,0.0,1.3,11.7,119.1,18.5,,,,18.5,99.42,99.42,280.3,280.3,0.0036,0.0036
1PW038,Pratt & Whitney Canada,JT15D-5C,,TF,2.1,13.3,14.19,0.2151,0.1802,0.0678,0.0276,9.93,9.79,5.23,1.08,2.52,4.18,49.24,124.6,0.0,0.67,16.0,96.67,17.1,15.1,,,17.1,101.7,101.7,300.0,300.0,0.01,0.01
1PW001,Pratt & Whitney,JT3D-3B,,TF,1.4,13.6,80.06,1.174,0.932,0.346,0.135,12.1,9.9,4.8,2.5,1.5,2.8,24.5,98.0,4.0,2.0,4.0,112.0,,,,,54.5,,,,,,
1PW002,Pratt & Whitney,JT3D-7 series,14-57D,TF,1.4,13.4,84.52,1.254,1.032,0.389,0.128,12.69,9.59,5.3,2.2,0.89,1.9,19.5,138.99,0.5,0.4,2.1,123.0,,,,,52.0,,,,,,
1PW008,Pratt & Whitney,JT8D-11,,MTF,1.0,17.17,66.72,1.121,0.9136,0.3339,0.1455,18.9,14.6,5.8,2.75,1.2,1.9,9.4,35.0,0.4,0.45,1.4,10.0,,,,,23.0,,,262.0,300.0,,
1PW009,Pratt & Whitney,JT8D-15,Smoke fix,MTF,1.03,16.81,68.94,1.178,0.945,0.3403,0.1477,19.1,15.0,5.9,3.0,0.7,1.0,9.6,35.2,0.25,0.25,1.65,11.0,,,,,23.8,,,269.0,302.0,,
1PW010,Pratt & Whitney,JT8D-15,Reduced emissions,MTF,1.03,16.81,68.94,1.178,0.945,0.3402,0.1477,19.4,15.1,6.9,3.2,1.03,1.15,2.77,11.0,0.24,0.28,0.55,1.46,15.7,,,,15.7,,,266.0,297.0,,
1PW011,Pratt & Whitney,JT8D-15A,,MTF,1.08,16.45,68.94,1.115,0.8955,0.312,0.1372,18.1,13.9,6.6,3.1,1.08,1.2,2.9,12.93,0.25,0.33,0.65,1.86,15.7,,,,15.7,,,266.0,297.0,,
1PW012,Pratt & Whitney,JT8D-17,Smoke fix,MTF,1.01,17.01,71.17,1.245,0.997,0.354,0.147,19.2,15.23,6.1,3.3,0.74,1.0,8.54,31.0,0.69,0.79,1.96,10.2,,,,,24.0,,,269.0,303.0,0.0029,0.0093
1PW013,Pratt & Whitney,JT8D-17,Reduced emissions,MTF,1.02,17.01,71.17,1.245,0.997,0.354,0.1474,20.6,15.7,8.0,3.2,0.95,1.1,2.67,10.46,0.22,0.27,0.52,1.25,16.8,,,,16.8,,,266.0,297.0,,
1PW014,Pratt & Whitney,JT8D-17A,,MTF,1.05,16.87,71.17,1.173,0.9344,0.3304,0.1401,19.1,14.3,6.7,3.2,1.07,1.16,2.88,12.46,0.25,0.3,0.64,6.6,16.8,,,,16.8,,,266.0,297.0,,
1PW015,Pratt & Whitney,JT8D-17AR,,MTF,0.96,17.28,77.42,1.365,1.047,0.3574,0.1477,24.5,16.0,8.0,3.2,0.93,1.08,2.68,10.7,0.21,0.27,0.55,1.33,19.6,,,,19.6,,,266.0,297.0,,
1PW016,Pratt & Whitney,JT8D-17R,,MTF,0.97,18.24,77.42,1.417,1.103,0.3755,0.155,25.3,17.6,8.4,3.3,0.95,1.03,2.54,9.43,0.21,0.27,0.53,0.95,19.6,,,,19.6,,,266.0,297.0,,
1PW017,Pratt & Whitney,JT8D-209,,MTF,1.8,18.3,85.6,1.191,0.9828,0.3592,0.1303,22.8,19.0,8.8,3.5,1.03,1.4,4.37,14.1,0.35,0.5,1.69,4.03,11.1,,,,11.1,,,275.0,288.0,,
4PW068,Pratt & Whitney,JT8D-217,Environmental Kit (E_Kit),MTF,1.73,19.66,92.74,1.32,1.078,0.3833,0.1372,17.54,13.54,7.66,4.57,0.42,0.47,3.54,15.31,0.0,0.0,0.0,0.0,6.1,,,,6.1,98.8,103.1,271.0,281.0,0.0009,0.0047
1PW018,Pratt & Whitney,JT8D-217 series,,MTF,1.73,19.66,92.74,1.32,1.078,0.3833,0.1372,25.7,20.6,9.1,3.7,0.8,1.23,4.17,12.27,0.28,0.43,1.6,3.33,13.2,,,,13.3,,,275.0,288.0,,
4PW069,Pratt & Whitney,JT8D-217A,Environmental Kit (E_Kit),MTF,1.73,19.66,92.74,1.32,1.078,0.3833,0.1372,17.54,13.54,7.66,4.57,0.42,0.47,3.54,15.31,0.0,0.0,0.0,0.0,6.1,,,,6.1,98.8,103.1,271.0,281.0,0.0009,0.0047
4PW070,Pratt & Whitney,JT8D-217C,Environmental Kit (E_Kit),MTF,1.7,19.05,92.74,1.282,1.045,0.363,0.137,16.49,13.02,7.65,4.05,0.42,0.49,3.79,17.89,0.0,0.0,0.0,0.0,6.1,4.0,1.5,0.0,6.1,98.8,103.1,271.0,281.0,0.0009,0.0047
1PW019,Pratt & Whitney,JT8D-219,,MTF,1.7,20.27,96.52,1.354,1.085,0.3817,0.1344,27.0,20.8,9.13,3.6,0.73,1.2,4.07,12.63,0.27,0.42,1.59,3.48,14.3,,,,14.5,,,275.0,288.0,,
4PW071,Pratt & Whitney,JT8D-219,Environmental Kit (E_Kit),MTF,1.7,20.27,96.52,1.354,1.085,0.3817,0.1344,18.72,13.73,7.65,4.16,0.42,0.46,3.57,17.19,0.0,0.0,0.0,0.0,6.9,4.4,1.5,0.0,6.9,98.8,103.1,271.0,281.0,0.0009,0.0047
1PW004,Pratt & Whitney,JT8D-7 series,Smoke fix,MTF,1.05,15.82,62.27,0.9892,0.8113,0.2861,0.1291,17.1,13.5,5.5,2.7,1.5,2.0,10.5,35.5,0.4,0.5,1.6,10.6,22.2,,,,22.2,100.0,102.0,262.0,300.0,0.0005,0.0123
1PW005,Pratt & Whitney,JT8D-7 series,Reduced emissions,MTF,1.05,15.82,62.27,0.9892,0.8113,0.2861,0.1291,17.2,14.0,6.3,3.15,0.9,1.1,2.2,14.3,0.25,0.25,0.4,3.8,9.5,,,,9.5,,,270.0,311.0,,
8PW085,Pratt & Whitney,JT8D-7 series,Reduced emissions,MTF,1.05,15.82,62.27,0.9892,0.8113,0.2861,0.1291,17.2,14.0,6.3,3.15,0.9,1.1,2.2,14.3,0.25,0.25,0.4,3.8,9.5,,,,9.5,,,270.0,311.0,,
1PW006,Pratt & Whitney,JT8D-9 series,Smoke fix,MTF,1.04,15.88,64.5,1.04,0.846,0.298,0.132,17.92,14.21,5.64,2.9,1.24,1.66,9.43,34.5,0.47,0.47,1.73,10.0,,,,,23.0,100.0,102.0,262.0,300.0,0.0005,0.0123
1PW007,Pratt & Whitney,JT8D-9 series,Reduced emissions,MTF,1.04,15.88,64.5,1.04,0.8453,0.2977,0.1323,19.3,14.5,6.0,2.9,1.04,1.11,2.14,14.14,0.15,0.18,0.6,3.12,10.1,,,,10.1,,,270.0,311.0,,
1PW031,Pratt & Whitney,JT9D-20,,TF,,20.3,205.3,2.099,1.789,0.619,0.211,38.7,28.5,7.6,3.1,0.0,0.0,7.6,83.6,0.1,0.1,1.3,36.1,12.3,9.5,2.5,0.7,12.3,97.9,101.7,276.0,300.0,0.003,0.0149
8PW088,Pratt & Whitney,JT9D-20,,TF,,20.3,205.3,2.099,1.789,0.619,0.211,38.7,28.5,7.6,3.1,0.0,0.0,7.6,83.6,0.1,0.1,1.3,36.1,12.3,9.5,2.5,0.7,12.3,97.9,101.7,276.0,300.0,0.003,0.0149
1PW032,Pratt & Whitney,JT9D-20J,,TF,5.1,23.5,222.4,2.315,1.902,0.679,0.238,44.9,34.9,9.4,3.3,0.9,0.9,5.5,66.7,0.0,0.0,0.5,24.5,,,,,16.0,,,,,,
1PW033,Pratt & Whitney,JT9D-59A,,TF,4.9,24.5,235.8,2.4419,1.9996,0.6804,0.237,31.6,25.6,7.8,3.0,0.2,0.2,1.7,53.0,0.2,0.2,0.3,12.0,,,,,8.0,97.0,100.0,280.0,285.0,0.0029,0.005
1PW020,Pratt & Whitney,JT9D-7,,TF,,21.5,202.4,2.083,1.764,0.609,0.21,37.9,27.7,7.6,3.1,0.0,0.0,7.8,84.1,0.1,0.1,1.3,36.5,11.9,9.0,2.5,0.7,11.9,97.9,101.7,276.0,300.0,0.003,0.0149
8PW086,Pratt & Whitney,JT9D-7,,TF,,21.5,202.4,2.083,1.764,0.609,0.21,37.9,27.7,7.6,3.1,0.0,0.0,7.8,84.1,0.1,0.1,1.3,36.5,11.9,9.0,2.5,0.7,11.9,97.9,101.7,276.0,300.0,0.003,0.0149
1PW034,Pratt & Whitney,JT9D-70A,,TF,4.9,24.5,235.8,2.4419,1.9996,0.6804,0.237,31.6,25.6,7.8,3.0,0.2,0.2,1.7,53.0,0.2,0.2,0.3,12.0,,,,,8.0,97.0,100.0,280.0,285.0,0.0029,0.005
1PW021,Pratt & Whitney,JT9D-7A,,TF,,20.3,205.3,2.099,1.789,0.619,0.211,38.7,28.5,7.6,3.1,0.0,0.0,7.6,83.6,0.1,0.1,1.3,36.1,12.3,9.5,2.5,0.7,12.3,97.9,101.7,276.0,300.0,0.003,0.0149
8PW087,Pratt & Whitney,JT9D-7A,,TF,,20.3,205.3,2.099,1.789,0.619,0.211,38.7,28.5,7.6,3.1,0.0,0.0,7.6,83.6,0.1,0.1,1.3,36.1,12.3,9.5,2.5,0.7,12.3,97.9,101.7,276.0,300.0,0.003,0.0149
